n,start_year,end_year,mean_yield_kg_ha,median_yield_kg_ha,min_yield_kg_ha,max_yield_kg_ha,sd_yield_kg_ha
51,1960,2010,1528.7353,1512.6,1071.3,2071.2,266.0982
